  -1.0294103e-01   1.0000000e+00
  -3.0536763e-01   1.0000000e+00
  -2.5844025e-01   1.0000000e+00
  -1.7229868e+00   1.0000000e+00
  -2.5627978e+00   1.0000000e+00
  -2.2930301e+00   1.0000000e+00
  -1.0224973e+00   1.0000000e+00
  -1.0956822e+00   1.0000000e+00
  -3.3854704e+00   1.0000000e+00
  -3.9539577e+00   1.0000000e+00
  -2.8451226e+00   1.0000000e+00
  -2.3397925e+00   1.0000000e+00
  -1.6869081e+00   1.0000000e+00
  -4.9255014e-01   1.0000000e+00
   1.3555250e+00   1.0000000e+00
   3.0947323e+00   1.0000000e+00
   2.9405767e+00   1.0000000e+00
   2.6003477e+00   1.0000000e+00
   2.2779171e+00   1.0000000e+00
   1.1173030e+00   1.0000000e+00
   5.3633780e-01   1.0000000e+00
   9.5480852e-01   1.0000000e+00
  -2.0707166e-01   1.0000000e+00
  -1.2769978e+00   1.0000000e+00
   1.0475406e+00   2.0000000e+00
  -4.2439666e-01   2.0000000e+00
   1.1656499e-02   2.0000000e+00
  -1.9418752e+00   1.0000000e+00
  -2.9580577e+00   1.0000000e+00
  -3.7442999e+00   1.0000000e+00
  -4.5526083e+00   1.0000000e+00
  -3.1610864e+00   1.0000000e+00
  -1.9304586e+00   1.0000000e+00
  -1.2211449e+00   1.0000000e+00
  -7.5808360e-01   1.0000000e+00
  -1.2082882e+00   1.0000000e+00
  -3.2975898e-01   1.0000000e+00
   1.4740335e+00   1.0000000e+00
   2.1420327e+00   1.0000000e+00
   1.7100992e+00   1.0000000e+00
   6.2085092e-01   1.0000000e+00
  -2.8435954e+00   2.0000000e+00
   1.9163731e-01   2.0000000e+00
   1.9524934e+00   2.0000000e+00
  -7.6087223e-01   2.0000000e+00
  -1.3297656e+00   2.0000000e+00
   2.5761503e+00   2.0000000e+00
   4.1401139e-01   2.0000000e+00
  -2.3487895e+00   2.0000000e+00
   6.6073168e-01   2.0000000e+00
   1.8134034e+00   2.0000000e+00
  -1.8821862e+00   2.0000000e+00
  -7.3202255e-01   2.0000000e+00
   1.0395738e+00   2.0000000e+00
   2.6104183e+00   1.0000000e+00
   2.7583013e+00   1.0000000e+00
   1.9261106e+00   1.0000000e+00
   1.1452504e+00   1.0000000e+00
   3.4293577e+00   1.0000000e+00
   3.5913860e+00   1.0000000e+00
   3.3470703e+00   1.0000000e+00
   2.7304362e+00   1.0000000e+00
  -3.7572575e+00   2.0000000e+00
   2.1049647e-01   2.0000000e+00
   2.1371037e+00   2.0000000e+00
